Title,AuthorIDs,AuthorNames,Cited_url
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy sharing based content delivery in mobile social networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=13883259700903817989&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Privacy Preserving Bee Routing Protocol for Intermittently Connected Mobile Networks,vJfkWLQAAAAJ,S Ramesh,"/scholar?cites=1555275725296335749&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Percolation-theoretic bounds on the cache size of nodes in mobile opportunistic networks,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=1815667777082849887&as_sdt=2005&sciodt=0,5&hl=en"
Immunization-based redundancy elimination in Mobile Opportunistic Networks-Generated big data,,,"/scholar?cites=6121831060767111561&as_sdt=2005&sciodt=0,5&hl=en"
Campus++: a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=11218719349945200127&as_sdt=2005&sciodt=0,5&hl=en"
Towards Practical Store-Carry-Forward Networking: Examples and Issues,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=8202346354658569025&as_sdt=2005&sciodt=0,5&hl=en"
Resource Allocation in Relay Enhanced Broadband Wireless Access Networks,ULkRuvkAAAAJ,P Thulasiraman,"/scholar?cites=3901184092354865356&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A motion and counting based-routing algorithm for delay tolerant network,,,"/scholar?cites=7849832090681605676&as_sdt=2005&sciodt=0,5&hl=en"
Golden age: on multi-source software update propagation in pervasive networking environments,Gu7gTTEAAAAJ,XM Fu,"/scholar?cites=2693005252285963475&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing for diverse wireless networks,P4HHC6oAAAAJ,X Tie,"/scholar?cites=4927090116884261362&as_sdt=2005&sciodt=0,5&hl=en"
Cluster-based Replication: a Forwarding Strategy for Mobile Opportunistic Networks,R6Ldg5UAAAAJ;kb39Kx0AAAAJ,E Papapetrou;A Likas,"/scholar?cites=9609222906178925150&as_sdt=2005&sciodt=0,5&hl=en"
The impact of message lifetime on Delay-Tolerant Networks with non-cooperative nodes,,,"/scholar?cites=6830329076609580314&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Energy Conserved Fault Tolerance Relay Nodes In Wireless Network,6kwc9OgAAAAJ;n3_Oe8MAAAAJ,DS Kumar;N Nagarajan,"/scholar?cites=13857291624686051574&as_sdt=2005&sciodt=0,5&hl=en"
A comprehensive survey on replication based protocols of delay tolerant networks,,,"/scholar?cites=17860423447828342224&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Opportunistic Networking: Congestion; Transfer Ordering and Resilience,,,"/scholar?cites=12657665726682514923&as_sdt=2005&sciodt=0,5&hl=en"
Design and performance analysis of opportunistic routing protocols for delay tolerant networks,,,"/scholar?cites=3312536374963096036&as_sdt=2005&sciodt=0,5&hl=en"
Guaranteed capacity bounds in intermittently-connected networks: A resource-aware; holistic evaluation,6I-D03kAAAAJ,G Sandulescu,"/scholar?cites=11050155614984547271&as_sdt=2005&sciodt=0,5&hl=en"
Performance evaluation of data transmission in maritime delay-tolerant-networks,7pT4YiUAAAAJ,G Feng,"/scholar?cites=4162430263101349039&as_sdt=2005&sciodt=0,5&hl=en"
A one-hop information based geographic routing protocol for delay tolerant MANETs,DTpo_scAAAAJ;iY3x26AAAAAJ,L You;J Li,"/scholar?cites=2670479536399126577&as_sdt=2005&sciodt=0,5&hl=en"
Exploiting the influence of infostation system on delay-tolerant networks,lI5MPi4AAAAJ,D Wang,"/scholar?cites=9295545287183166018&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Utility-Value-Based Data Delivery Scheme for Opportunistic Network and Its Performance Study,,,"/scholar?cites=9883789711805441291&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy Efficient Content Sharing in Smart Phones using Wi-Fi Networks,,,"/scholar?cites=7829336236562065079&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Network monitoring in delay tolerant network,,,"/scholar?cites=3286303088531789310&as_sdt=2005&sciodt=0,5&hl=en"
Error-and loss-tolerant bundle fragment authentication for space DTNs,oEcRS84AAAAJ,H Li,"/scholar?cites=10138731484405253028&as_sdt=2005&sciodt=0,5&hl=en"
PRCP: Packet replication control based prophet routing strategy for delay tolerant network,2SDY7BoAAAAJ;ywZ6Z-8AAAAJ,AK Singh;R Pamula,"/scholar?cites=13782764227276407713&as_sdt=2005&sciodt=0,5&hl=en"
[BOOK] [B]   Mobile ad-hoc networks: Mobility-induced metrics; performance analysis; and system design,,,"/scholar?cites=12156523230589558873&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Energy-efficient Networking in Wireless Ad Hoc Networks,7fUW2b4AAAAJ,N Papanikos,"/scholar?cites=6809872573005451888&as_sdt=2005&sciodt=0,5&hl=en"
Memory forwarding algorithm in multiple communities delay tolerant networks,KZF7nhEAAAAJ,Q Wang,"/scholar?cites=6576351211130656954&as_sdt=2005&sciodt=0,5&hl=en"
Towards the Benefit of Multi-hop Relaying in Opportunistic Networking,,,"/scholar?cites=2414938156635375324&as_sdt=2005&sciodt=0,5&hl=en"
Capacity vs. delivery delay in MANETs with power control and f-cast relay,eBl025kAAAAJ;phdy0Y0AAAAJ,J Liu;H Nishiyama,"/scholar?cites=17809989623022255450&as_sdt=2005&sciodt=0,5&hl=en"
